,mage_id,det_name,N_5,B_5,unc_5,N_10,B_10,unc_10
0,1010104,V05266A,14417.396838808065,29308.88404414509,0.09334773493117643,28202.155870854698,57331.68930946355,0.06674305112487179
1,1011005,B00035A,17017.659183305674,32239.772448559594,0.03397086379898459,33288.58060928191,63064.85824040991,0.02428895678040128
2,1011105,P00573B,40437.81795520058,77180.06131624873,0.023501541840615033,79101.21763313391,150973.4485149207,0.016803456556690573
3,1010905,P00537A,14215.19143868799,27680.612708359247,0.04840116884873698,27806.617877701538,54146.5954589378,0.03460653533110978
4,1011004,B00032D,10535.379678365509,18887.94749511572,0.029721154247308142,20608.465118205277,36947.08866609873,0.021250440826237848
5,1010803,C00ANG4,28704.653790270666,56663.842485347166,0.04018447090965422,56149.74252724116,110841.26599829619,0.028731647300562775
6,1011104,P00538B,33028.45097065034,62851.27356133336,0.025329472001707286,64607.60793792307,122944.62263029406,0.018110415277054027
7,1010201,B00035C,1661.0274514916734,3256.5426715716762,0.153206233222286,3249.168738051433,6370.187701051506,0.10954150589881122
8,1010906,P00538A,14909.755601732948,28983.229776987922,0.046375306450807764,29165.268611083382,56694.670539358405,0.0331580562898492
9,1010804,V00048B,42437.28982333614,83367.49239223491,0.031061416401580944,83012.42420634563,163076.80514691854,0.022208719948375262
10,1011007,B00061B,18885.873740384,35496.31512013127,0.03024470739784043,36943.03215334294,69435.04594146142,0.02162477807950196
11,1011103,B00032A,6083.129048072234,10746.590816186532,0.03617992713104028,11899.32936675969,21021.61941346997,0.025868423352548686
12,1010302,B00091C,2089.591941649792,3907.851205886012,0.08751992032290698,4087.4922362032576,7644.225241261808,0.06257619984955429
13,1010703,V04199A,137741.30965204255,275829.164282121,0.022660259915635684,269438.5073875597,539554.8982790626,0.016201945201640283
14,1010202,C000RG1,6047.1576321841085,12049.207884815201,0.09992774637611632,11828.96496678413,23569.69449389057,0.07144771846999463
15,1010101,V02160A,5141.788191737844,10420.936549029364,0.1464315539419219,10057.95384975331,20384.600643364818,0.10469765225954175
16,1011006,B00035B,17557.57023803222,32891.08098287393,0.030581714818162374,34344.71133052343,64338.895780620216,0.021865736293438184
17,1011002,B00002C,5164.982581569352,10095.282281872198,0.08378651883106508,10103.3248556756,19747.58187325967,0.05990684095377188
18,1010502,V08682A,40925.930604678084,82064.87532360625,0.04251358991279617,80056.0244666426,160528.73006649796,0.030396952932426575
19,1010702,V02166B,58592.018256137126,117235.53617658035,0.03428131450863158,114613.00886160214,229326.7572378542,0.02451092711102564
20,1010904,B00091D,9087.941639241226,17585.33042648705,0.056581051944517576,17777.102865422756,34399.01358567813,0.040455100977182225
21,1011001,B00000D,1652.5883874314247,2930.8884044145084,0.07081411421826657,3232.660917486307,5733.168930946355,0.050631652167210675
22,1010901,B00002A,1331.9295405128682,2279.5798701001736,0.06671571667786835,2605.4137879751447,4459.1313907360545,0.04770132336201224
23,1010503,V09372A,209862.06000894774,427909.7070445183,0.026220846911951447,410515.33740263706,837042.6639181679,0.018747742805672932
24,1011102,B00002B,4072.723389600826,7815.702411772024,0.07786524374958871,7966.734989441688,15288.450482523616,0.055673166020161514
25,1010204,C00ANG3,11798.332375826409,23772.761502473233,0.08623685374902613,23078.951935592035,46502.37021767599,0.0616588152124198
26,1010801,B00089C,1683.9430703629425,2930.8884044145084,0.06395837529968142,3293.994434570033,5733.168930946355,0.045729841389699356
27,1010102,V02160B,6973.3326313270845,14003.133487758209,0.10556487471490866,13640.674249781045,27391.807114521474,0.07547823024610657
28,1010701,V02162B,9612.690078104511,19539.256029430057,0.11403272176004582,18803.573693081096,38221.12620630904,0.081532688328757
29,1010504,V09374A,128734.7575564668,258243.83385563397,0.024135287838564678,251820.6122225543,505155.88469338446,0.017256581011960117
30,1010105,V05266B,10798.58247640421,21493.181632373064,0.07356115771871766,21123.321331079438,42043.23882693994,0.05259577122085483
31,1010207,V00074A,5137.619248413257,10420.936549029364,0.14900258575004646,10049.798897040886,20384.600643364818,0.10653592404556661
32,1010907,P00573A,16213.345517633627,31262.809647088096,0.04087501966465169,31715.2466973455,61153.801930094465,0.029225385374582396
33,1011003,B00032C,7273.234434803902,13677.47922060104,0.048940780925225635,14227.31811497848,26754.788344416327,0.03499235461676496
34,1010903,B00091A,4504.135608185975,8467.010946086359,0.06201234347232039,8810.628985643534,16562.488022733913,0.04433844071093665
35,1010103,V05261B,15576.76924670739,31262.809647088096,0.06997792086611648,30470.027229707306,61153.801930094465,0.05003377911015146
36,1010908,P00661C,11599.037994447059,22144.4901666874,0.043996047298284255,22689.108243926632,43317.27636715025,0.03145690076236616
37,1011106,P00575A,49333.463063757954,96719.31734567879,0.02810562926464493,96502.1654414126,189194.57472122973,0.020095350490185307
38,1010808,V05261A,8484.018060129287,16934.021892172717,0.08664383384131165,16595.755975784985,33124.976045467825,0.06194980345253338
39,1010809,V05268A,3894.2304478521114,7815.702411772024,0.13993163487717153,7617.581406355547,15288.450482523616,0.10005025046917097
40,1010403,B00061A,6481.091267436275,12049.207884815201,0.04759457224915284,12677.79115613108,23569.69449389057,0.03402982376844691
41,1011112,P00748A,990.2713134196507,1953.925602943006,0.21504123702468786,1937.089354461154,3822.112620630904,0.15375314984639205
42,1010806,V00050B,46379.56749993374,92160.15760547845,0.0346408184487017,90723.99174968505,180276.31193975764,0.024767970196960008
43,1011009,V00048A,38600.611825416876,78157.02411772023,0.05239427978619052,75507.4222886386,152884.50482523616,0.03746158486865091
44,1010805,V00050A,48889.73135658246,96719.31734567879,0.03170123198414372,95634.17304926876,189194.57472122973,0.022666184118973108
45,1010203,C000RG2,9858.029833392064,20190.564563744396,0.13544434860173926,19283.487653783926,39495.16374651934,0.09684186863201237
46,1010409,V01403A,23761.052061396447,45917.25166916064,0.03452020628001928,46479.46514777327,89819.64658482625,0.024681733244916355
47,1010402,B00000C,4503.673123400123,8792.665213243525,0.08855296289214092,8809.724309982294,17199.506792839064,0.0633148188751085
48,1011111,P00665B,1860.8442391795747,3582.1969387288445,0.11870769190812894,3640.0343190569392,7007.206471156658,0.0848752629700257
49,1010404,B00061C,10030.666275885245,18562.293227958555,0.037036761394422385,19621.185222534834,36310.06989599358,0.0264810545330334
50,1011110,P00662B,3546.1727615027867,6513.0853431433525,0.059221941217025405,6936.738863681649,12740.375402103013,0.042343320416679764
51,1011008,B00089B,14740.601325235835,28331.921242673583,0.041542781439310894,28834.382576292952,55420.632999148096,0.02970283089908466
52,1011107,P00574C,35277.431193474826,71643.93877457688,0.05839166452779674,69006.88275179504,140144.12942313313,0.04174967773688881
