,string 1,string 2,string 3,string 4,string 5,string 7,string 8,string 9,string 10,string 11
1,0.0028044583816489417,0.0008683609320442538,0.0010528819100237413,0.0012379660958719185,0.0030004899204447767,0.006065748745788877,0.0015538553092232963,0.001293301268970689,0.001707399854424846,0.0011734787949069395
2,0.005181406790470551,0.003394665027544033,0.001575996418561163,0.0025965994776106214,0.020831228637261535,0.026398890424177895,0.0022642716345918613,0.0018752709997861923,0.0028180457714810825,0.002607722833017245
3,0.009132028385394978,0.005422424557777981,0.0030976784782855557,0.004304104933510847,0.06583241735786939,0.054757603429429036,0.016958716933626022,0.00329064757429539,0.004704299324706725,0.0041896681346914435
4,0.00907662281131262,0.008073021589799235,0.004301781701052502,0.006746631858543022,0.05036775009791017,0.05960823119851972,0.024505772775052594,0.005198725432432762,0.007776211042999724,0.01748338026380234
5,0.007780505502998483,0.00818668397779919,0.006352879157345283,0.010541772881217278,0.04230539425712424,0.038722934605863964,0.02592442299529855,0.009335804032385297,0.010033829784642687,0.02257682102528191
6,0.005051622577229351,0.006085179417258674,0.0062074659257479415,0.011048589562054489,,0.013185505817338876,0.023704891185775734,0.011134408361046094,0.01257713571767854,0.02500583096146553
7,0.003120312394508526,0.0027025529579078854,0.005892843930101116,0.012496948997373832,,0.002597338687938277,0.01158141940632681,0.01143319013538602,0.01261902430291234,0.01996804217751087
8,0.0012749970132382713,0.001236522875708401,0.004072485697512177,0.016071101332570937,,,0.004828557060736407,0.008391093233641785,0.010595559232677151,0.015427495540625696
9,0.0005550765550855664,0.0005884466213054355,0.002947759583738696,0.014332725045368155,,,0.0020246266864643618,0.0057420098227676354,0.02259709650855474,0.009080635667377036
10,,,,0.0067213931059273615,,,0.000604427644579508,0.0035578545074968953,0.015252091490020625,0.0034500706016263893
11,,,,0.0020507806518666434,,,,0.0019829845046731116,0.0054695932167807505,0.0013438491751855963
12,,,,0.0009655846903768261,,,,0.001054993939531328,0.0019262413119026168,0.000853823128933699
13,,,,,,,,0.000457219187900718,0.0007253061333970509,0.0003108555430249627
14,,,,,,,,0.0002036348450231468,,
