,mage_id,N_5,B_5,unc_on_5th_day,N_10,B_10,unc_on_10th_day
0,1010104,539.3622981694735,982.9488538106358,0.09470269361791243,1055.0572876577253,1922.7657460067064,0.06771218444355118
1,1011005,539.3622981694735,982.9488538106358,0.03496363416726258,1055.0572876577253,1922.7657460067064,0.024998909271813363
2,1011105,539.3622981694735,982.9488538106358,0.025043872940196433,1055.0572876577253,1922.7657460067064,0.017906305289997534
3,1010905,539.3622981694735,982.9488538106358,0.048471278628909056,1055.0572876577253,1922.7657460067064,0.034656840617199314
4,1011004,539.3622981694735,982.9488538106358,0.031869429609796475,1055.0572876577253,1922.7657460067064,0.022786560903492053
5,1010803,539.3622981694735,982.9488538106358,0.04169951045790183,1055.0572876577253,1922.7657460067064,0.0298150436430372
6,1011104,539.3622981694735,982.9488538106358,0.026109471368078,1055.0572876577253,1922.7657460067064,0.01866820544864125
7,1010201,539.3622981694735,982.9488538106358,0.16100627889463662,1055.0572876577253,1922.7657460067064,0.11511907884129509
8,1010906,539.3622981694735,982.9488538106358,0.04765630991931258,1055.0572876577253,1922.7657460067064,0.03407414006801998
9,1010804,539.3622981694735,982.9488538106358,0.03279721457584293,1055.0572876577253,1922.7657460067064,0.02344992478835001
10,1011007,539.3622981694735,982.9488538106358,0.031085382267974547,1055.0572876577253,1922.7657460067064,0.022225969053421585
11,1011103,539.3622981694735,982.9488538106358,0.0361242880097046,1055.0572876577253,1922.7657460067064,0.025828773809475108
12,1010302,539.3622981694735,982.9488538106358,0.084379850354856,1055.0572876577253,1922.7657460067064,0.06033137783386738
13,1010703,539.3622981694735,982.9488538106358,0.023680153967388765,1055.0572876577253,1922.7657460067064,0.016931249701943412
14,1010202,539.3622981694735,982.9488538106358,0.09895507842451196,1055.0572876577253,1922.7657460067064,0.07075262873662627
15,1010101,539.3622981694735,982.9488538106358,0.14266021138676552,1055.0572876577253,1922.7657460067064,0.10200168735590819
16,1011006,539.3622981694735,982.9488538106358,0.031647819667886094,1055.0572876577253,1922.7657460067064,0.022628110360134734
17,1011002,539.3622981694735,982.9488538106358,0.08180692090994482,1055.0572876577253,1922.7657460067064,0.05849173984176367
18,1010502,539.3622981694735,982.9488538106358,0.04493647192870247,1055.0572876577253,1922.7657460067064,0.03212946284036048
19,1010702,539.3622981694735,982.9488538106358,0.03472432642309022,1055.0572876577253,1922.7657460067064,0.024827804844968382
20,1010904,539.3622981694735,982.9488538106358,0.05766291277125087,1055.0572876577253,1922.7657460067064,0.041228835590171986
21,1011001,539.3622981694735,982.9488538106358,0.06458722978668599,1055.0572876577253,1922.7657460067064,0.04617970459909826
22,1010901,539.3622981694735,982.9488538106358,0.0812583017736287,1055.0572876577253,1922.7657460067064,0.05809947855828448
23,1010503,539.3622981694735,982.9488538106358,0.027248098435139423,1055.0572876577253,1922.7657460067064,0.019482320898074463
24,1011102,539.3622981694735,982.9488538106358,0.07569503488594609,1055.0572876577253,1922.7657460067064,0.05412175692000349
25,1010204,539.3622981694735,982.9488538106358,0.09009506749453196,1055.0572876577253,1922.7657460067064,0.06441774351484826
26,1010801,539.3622981694735,982.9488538106358,0.06318137396289061,1055.0572876577253,1922.7657460067064,0.045174521270037515
27,1010102,539.3622981694735,982.9488538106358,0.11614223458373917,1055.0572876577253,1922.7657460067064,0.08304140156297371
28,1010701,539.3622981694735,982.9488538106358,0.12100628285586111,1055.0572876577253,1922.7657460067064,0.08651918367414654
29,1010504,539.3622981694735,982.9488538106358,0.0253067295557451,1055.0572876577253,1922.7657460067064,0.01809424709982661
30,1010105,539.3622981694735,982.9488538106358,0.0784208475059068,1055.0572876577253,1922.7657460067064,0.056070705992413275
31,1010207,539.3622981694735,982.9488538106358,0.14905784277833695,1055.0572876577253,1922.7657460067064,0.10657597748682798
32,1010907,539.3622981694735,982.9488538106358,0.042114006839663216,1055.0572876577253,1922.7657460067064,0.03011140749902474
33,1011003,539.3622981694735,982.9488538106358,0.05029000992628051,1055.0572876577253,1922.7657460067064,0.03595722885702845
34,1010903,539.3622981694735,982.9488538106358,0.06624287812337565,1055.0572876577253,1922.7657460067064,0.04736348893790385
35,1010103,539.3622981694735,982.9488538106358,0.07173278327161675,1055.0572876577253,1922.7657460067064,0.051288757119557674
36,1010908,539.3622981694735,982.9488538106358,0.04669709574239912,1055.0572876577253,1922.7657460067064,0.033388304377537065
37,1011106,539.3622981694735,982.9488538106358,0.028437225625890048,1055.0572876577253,1922.7657460067064,0.020332543807169402
38,1010808,539.3622981694735,982.9488538106358,0.09097584541480487,1055.0572876577253,1922.7657460067064,0.06504749748184678
39,1010809,539.3622981694735,982.9488538106358,0.14160879542902152,1055.0572876577253,1922.7657460067064,0.10124992762724733
