,mage_id,N_5,B_5,unc_on_5th_day,N_10,B_10,unc_on_10th_day
40,1010403,539.3622981694735,982.9488538106358,0.0516216816584587,1055.0572876577253,1922.7657460067064,0.03690937074975343
41,1011112,539.3622981694735,982.9488538106358,0.263362626189956,1055.0572876577253,1922.7657460067064,0.18830360614726321
42,1010806,539.3622981694735,982.9488538106358,0.0352915674204538,1055.0572876577253,1922.7657460067064,0.025233380711610486
43,1011009,539.3622981694735,982.9488538106358,0.05420462763564584,1055.0572876577253,1922.7657460067064,0.03875617053689215
44,1010805,539.3622981694735,982.9488538106358,0.032921817204120345,1055.0572876577253,1922.7657460067064,0.023539015349829835
45,1010203,539.3622981694735,982.9488538106358,0.13173013907648473,1055.0572876577253,1922.7657460067064,0.09418671352590195
46,1010409,539.3622981694735,982.9488538106358,0.036827206827259595,1055.0572876577253,1922.7657460067064,0.026331358971573647
47,1010402,539.3622981694735,982.9488538106358,0.09067089842111072,1055.0572876577253,1922.7657460067064,0.06482946115897475
48,1011111,539.3622981694735,982.9488538106358,0.1221905321314455,1055.0572876577253,1922.7657460067064,0.08736591888633638
49,1010404,539.3622981694735,982.9488538106358,0.036151170712148926,1055.0572876577253,1922.7657460067064,0.025847994873171513
50,1011110,539.3622981694735,982.9488538106358,0.06504512218493284,1055.0572876577253,1922.7657460067064,0.04650709649621244
51,1011008,539.3622981694735,982.9488538106358,0.04372920546442908,1055.0572876577253,1922.7657460067064,0.03126627039695218
52,1011107,539.3622981694735,982.9488538106358,0.06058912633425536,1055.0572876577253,1922.7657460067064,0.04332107082583274
53,1010706,539.3622981694735,982.9488538106358,0.05123121313411081,1055.0572876577253,1922.7657460067064,0.03663018675054515
54,1010705,539.3622981694735,982.9488538106358,0.028565134152076007,1055.0572876577253,1922.7657460067064,0.020423998077223747
55,1010401,539.3622981694735,982.9488538106358,0.094868470687577,1055.0572876577253,1922.7657460067064,0.06783071462562738
56,1010106,539.3622981694735,982.9488538106358,0.09980192786559713,1055.0572876577253,1922.7657460067064,0.07135812392752369
57,1011108,539.3622981694735,982.9488538106358,0.03247595355694758,1055.0572876577253,1922.7657460067064,0.023220223979060144
58,1010205,539.3622981694735,982.9488538106358,0.10758418236210301,1055.0572876577253,1922.7657460067064,0.07692241604766241
59,1010303,539.3622981694735,982.9488538106358,0.07024942035848691,1055.0572876577253,1922.7657460067064,0.050228156419267
60,1010802,539.3622981694735,982.9488538106358,0.05296691164086974,1055.0572876577253,1922.7657460067064,0.03787120675682116
61,1010505,539.3622981694735,982.9488538106358,0.029435848003192735,1055.0572876577253,1922.7657460067064,0.02104655626043913
62,1011010,539.3622981694735,982.9488538106358,0.04926275952155092,1055.0572876577253,1922.7657460067064,0.03522274743715038
63,1011101,539.3622981694735,982.9488538106358,0.10758531497254818,1055.0572876577253,1922.7657460067064,0.07692322586124253
64,1011109,539.3622981694735,982.9488538106358,0.034366015223022836,1055.0572876577253,1922.7657460067064,0.02457161325061901
65,1010410,539.3622981694735,982.9488538106358,0.05974838467669027,1055.0572876577253,1922.7657460067064,0.04271994268457724
66,1010704,539.3622981694735,982.9488538106358,0.025619171440430792,1055.0572876577253,1922.7657460067064,0.018317642250645496
67,1010914,539.3622981694735,982.9488538106358,0.812563632462513,1055.0572876577253,1922.7657460067064,0.5809809251615291
68,1010902,539.3622981694735,982.9488538106358,0.061990330974921355,1055.0572876577253,1922.7657460067064,0.04432292857081656
69,1010910,539.3622981694735,982.9488538106358,0.0662362242072188,1055.0572876577253,1922.7657460067064,0.047358731404819276
70,1010305,539.3622981694735,982.9488538106358,0.057703364936858674,1055.0572876577253,1922.7657460067064,0.04125775878542795
71,1010807,539.3622981694735,982.9488538106358,0.054081892541656754,1055.0572876577253,1922.7657460067064,0.03866841525766624
72,1010306,539.3622981694735,982.9488538106358,0.05208807185798292,1055.0572876577253,1922.7657460067064,0.037242838553111404
73,1010304,539.3622981694735,982.9488538106358,0.0462778966309449,1055.0572876577253,1922.7657460067064,0.033088578081811176
74,1010407,539.3622981694735,982.9488538106358,0.029262162940972603,1055.0572876577253,1922.7657460067064,0.020922371883851192
75,1010109,539.3622981694735,982.9488538106358,0.27305114042424905,1055.0572876577253,1922.7657460067064,0.1952308691189295
76,1010406,539.3622981694735,982.9488538106358,0.027203943371444623,1055.0572876577253,1922.7657460067064,0.019450750140128745
77,1010108,539.3622981694735,982.9488538106358,0.1704483940406989,1055.0572876577253,1922.7657460067064,0.12187016709319767
78,1010408,539.3622981694735,982.9488538106358,0.034425590554049416,1055.0572876577253,1922.7657460067064,0.024614209460385048
79,1010206,539.3622981694735,982.9488538106358,0.10701407318611672,1055.0572876577253,1922.7657460067064,0.07651478944061896
80,1010208,539.3622981694735,982.9488538106358,,1055.0572876577253,1922.7657460067064,
81,1010107,539.3622981694735,982.9488538106358,0.15714970360459907,1055.0572876577253,1922.7657460067064,0.11236163734324174
82,1010301,539.3622981694735,982.9488538106358,0.12293078372419172,1055.0572876577253,1922.7657460067064,0.08789519688749753
83,1010309,539.3622981694735,982.9488538106358,0.0733289326169622,1055.0572876577253,1922.7657460067064,0.052429999831275456
84,1010405,539.3622981694735,982.9488538106358,0.02722488442627212,1055.0572876577253,1922.7657460067064,0.019465722940930408
85,1010308,539.3622981694735,982.9488538106358,0.050346088045594595,1055.0572876577253,1922.7657460067064,0.035997324569338
86,1011011,539.3622981694735,982.9488538106358,0.1053291269736451,1055.0572876577253,1922.7657460067064,0.07531005719533929
87,1011012,539.3622981694735,982.9488538106358,0.2120973967964921,1055.0572876577253,1922.7657460067064,0.15164909785802258
88,1010909,539.3622981694735,982.9488538106358,0.05326178205342632,1055.0572876577253,1922.7657460067064,0.038082038349875245
89,1010411,539.3622981694735,982.9488538106358,0.09648755675906479,1055.0572876577253,1922.7657460067064,0.06898835703804794
90,1010501,539.3622981694735,982.9488538106358,0.09159626852964917,1055.0572876577253,1922.7657460067064,0.06549109842687242
91,1010307,539.3622981694735,982.9488538106358,0.058082273971793545,1055.0572876577253,1922.7657460067064,0.04152867777918279
92,1010911,539.3622981694735,982.9488538106358,0.09977662067252548,1055.0572876577253,1922.7657460067064,0.07134002934901117
93,1011013,539.3622981694735,982.9488538106358,inf,1055.0572876577253,1922.7657460067064,inf
94,1011113,539.3622981694735,982.9488538106358,,1055.0572876577253,1922.7657460067064,
95,1010912,539.3622981694735,982.9488538106358,0.07574597739712854,1055.0572876577253,1922.7657460067064,0.05415818068559479
96,1010913,539.3622981694735,982.9488538106358,0.1208871005904898,1055.0572876577253,1922.7657460067064,0.08643396865832258
97,1010707,539.3622981694735,982.9488538106358,0.14329895304215123,1055.0572876577253,1922.7657460067064,0.10245838601070839
98,1010810,539.3622981694735,982.9488538106358,0.46965400392132445,1055.0572876577253,1922.7657460067064,0.33580141517915607
99,1010209,539.3622981694735,982.9488538106358,,1055.0572876577253,1922.7657460067064,
100,1010412,539.3622981694735,982.9488538106358,0.1445525235011712,1055.0572876577253,1922.7657460067064,0.10335468569228465
